concurrency,request_rate,input_tokens,target_input_tokens,user_content_tokens,final_prompt_tokens,actual_prompt_tokens,prompt_tokens,max_tokens,server_max_tokens,output_tokens,success_count,fail_count,avg_ttft,avg_tpot,avg_latency,output_tokens_per_s,total_tokens_per_s,request_throughput,peak_output_tokens_per_s,peak_concurrent_requests,avg_concurrency,ttft_p50,ttft_p99,latency_p50,latency_p99,tpot_p50,tpot_p99,elapsed_s,host,model,client_cpu_bottleneck
96,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.790280103683472,http://10.10.240.13:8000,DeepSeek-R1-0528,false
96,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.128795385360718,http://10.10.240.13:8000,DeepSeek-R1-0528,false
96,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.129418134689331,http://10.10.240.13:8000,DeepSeek-R1-0528,false
96,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.137078523635864,http://10.10.240.13:8000,DeepSeek-R1-0528,false
96,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.170125722885132,http://10.10.240.13:8000,DeepSeek-R1-0528,false
96,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.005802631378174,http://10.10.240.13:8000,DeepSeek-R1-0528,false
96,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.32608962059021,http://10.10.240.13:8000,DeepSeek-R1-0528,false
96,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.337222337722778,http://10.10.240.13:8000,DeepSeek-R1-0528,false
96,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.344709396362305,http://10.10.240.13:8000,DeepSeek-R1-0528,false
96,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.402811288833618,http://10.10.240.13:8000,DeepSeek-R1-0528,false
96,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.59073543548584,http://10.10.240.13:8000,DeepSeek-R1-0528,false
96,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.924480676651001,http://10.10.240.13:8000,DeepSeek-R1-0528,false
96,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.925384283065796,http://10.10.240.13:8000,DeepSeek-R1-0528,false
